,hsa6095,hsa2099,hsa5241,hsa367,hsa2908,hsa190,hsa5914,hsa5915,hsa5916,hsa6096,hsa6097,hsa6256,hsa6257,hsa6258,hsa2100,hsa7421,hsa8856,hsa9971,hsa5465,hsa4306,hsa9970,hsa2101,hsa2103,hsa2104,hsa5468,hsa3174
hsa6097,0.10531400966183575,0.007226738934056007,0.006228373702422145,0.006284916201117319,0.0031031807602792862,0.0050916496945010185,0.02053388090349076,0.022750775594622543,0.027950310559006212,0.10896130346232179,1,0.01642710472279261,0.014354066985645933,0.012307692307692308,0.0067178502879078695,0.01703940362087327,0.012684989429175475,0.011022044088176353,0.0163265306122449,0.009358288770053475,0.016203703703703703,0.011764705882352941,0.004901960784313725,0.006185567010309278,0.015732546705998034,0.009782608695652175
hsa6256,0.017364657814096015,0.010466222645099905,0.005039596832253419,0.006540697674418605,0.0072992700729927005,0.004319654427645789,0.018518518518518517,0.018660812294182216,0.024175824175824177,0.0183585313174946,0.01642710472279261,1,0.23255813953488372,0.24591947769314473,0.007099391480730223,0.006795016987542469,0.011235955056179775,0.010615711252653927,0.012987012987012988,0.013194444444444444,0.009900990099009901,0.005688282138794084,0.008298755186721992,0.009846827133479213,0.01768990634755463,0.02662037037037037
hsa6257,0.01904761904761905,0.0106951871657754,0.0136986301369863,0.01243953006219765,0.004601226993865031,0.0050150451354062184,0.024266936299292215,0.020366598778004074,0.023445463812436288,0.017051153460381142,0.014354066985645933,0.23255813953488372,1,0.20404040404040405,0.008514664143803218,0.009433962264150943,0.009365244536940686,0.011846001974333662,0.01306532663316583,0.008603573792190603,0.010238907849829351,0.024210526315789474,0.014492753623188406,0.014213197969543147,0.014534883720930232,0.029946524064171122
hsa6258,0.017346938775510204,0.012357414448669201,0.0057553956834532375,0.007988380537400145,0.004051863857374392,0.005393743257820928,0.018498367791077257,0.021929824561403508,0.01756311745334797,0.018338727076591153,0.012307692307692308,0.24591947769314473,0.20404040404040405,1,0.008105369807497468,0.007918552036199095,0.010101010101010102,0.009544008483563097,0.017297297297297298,0.009021512838306732,0.009888751545117428,0.006818181818181818,0.008290155440414507,0.006557377049180328,0.018711018711018712,0.025433526011560695
hsa2100,0.0066857688634192934,0.08579088471849866,0.01029512697323267,0.013157894736842105,0.010760953112990008,0.0030181086519114686,0.012170385395537525,0.012257405515832482,0.012269938650306749,0.006036217303822937,0.0067178502879078695,0.007099391480730223,0.008514664143803218,0.008105369807497468,1,0.00946372239747634,0.010438413361169102,0.009900990099009901,0.012096774193548387,0.010610079575596816,0.0045662100456621,0.021119324181626188,0.022286821705426358,0.020366598778004074,0.008746355685131196,0.006437768240343348
hsa7421,0.014830508474576272,0.011811023622047244,0.0051698670605613,0.005219985085756898,0.00333889816360601,0.002244668911335578,0.022650056625141562,0.014840182648401826,0.011428571428571429,0.015712682379349047,0.01703940362087327,0.006795016987542469,0.009433962264150943,0.007918552036199095,0.00946372239747634,1,0.026900584795321637,0.017640573318632856,0.01687289088863892,0.0056939501779359435,0.027166882276843468,0.009478672985781991,0.007534983853606028,0.007963594994311717,0.016198704103671708,0.013268998793727383
hsa8856,0.012618296529968454,0.011730205278592375,0.0073475385745775165,0.005934718100890208,0.005809128630705394,0.0011135857461024498,0.012359550561797753,0.01245753114382786,0.012471655328798186,0.01670378619153675,0.012684989429175475,0.011235955056179775,0.009365244536940686,0.010101010101010102,0.010438413361169102,0.026900584795321637,1,0.019693654266958426,0.014508928571428572,0.004957507082152974,0.04871794871794872,0.009400705052878966,0.005341880341880342,0.0056433408577878106,0.01607717041800643,0.01555023923444976
hsa9971,0.014955134596211365,0.009302325581395349,0.007077140835102618,0.0064285714285714285,0.006364359586316627,0.002105263157894737,0.01910828025477707,0.019251336898395723,0.021413276231263382,0.01263157894736842,0.011022044088176353,0.010615711252653927,0.011846001974333662,0.009544008483563097,0.009900990099009901,0.017640573318632856,0.019693654266958426,1,0.017932489451476793,0.0047814207650273225,0.02283653846153846,0.006644518272425249,0.00708502024291498,0.005330490405117271,0.012182741116751269,0.016891891891891893
hsa5465,0.015228426395939087,0.010406811731315043,0.005017921146953405,0.005065123010130246,0.00887812752219532,0.002145922746781116,0.022727272727272728,0.023991275899672846,0.021834061135371178,0.015021459227467811,0.0163265306122449,0.012987012987012988,0.01306532663316583,0.017297297297297298,0.012096774193548387,0.01687289088863892,0.014508928571428572,0.017932489451476793,1,0.002074688796680498,0.0171990171990172,0.006779661016949152,0.010309278350515464,0.010869565217391304,0.10444674250258532,0.011494252873563218
hsa4306,0.010659560293137908,0.006357279084551812,0.04657247514390372,0.03635405690200211,0.05982905982905983,0.0013812154696132596,0.0125,0.011165387299371946,0.009776536312849162,0.011740331491712707,0.009358288770053475,0.013194444444444444,0.008603573792190603,0.009021512838306732,0.010610079575596816,0.0056939501779359435,0.004957507082152974,0.0047814207650273225,0.002074688796680498,1,0.007518796992481203,0.004996431120628123,0.008075370121130552,0.009052924791086351,0.0026972353337828725,0.0036075036075036075
hsa9970,0.01726121979286536,0.004250797024442083,0.00547302580140735,0.00315955766192733,0.003561887800534283,0.0024509803921568627,0.01485148514851485,0.0149812734082397,0.015,0.0196078431372549,0.016203703703703703,0.009900990099009901,0.010238907849829351,0.009888751545117428,0.0045662100456621,0.027166882276843468,0.04871794871794872,0.02283653846153846,0.0171990171990172,0.007518796992481203,1,0.006501950585175552,0.00351288056206089,0.0024875621890547263,0.025851938895417155,0.014588859416445624
hsa2101,0.006382978723404255,0.01383399209486166,0.011111111111111112,0.008227374719521317,0.010050251256281407,0.004509582863585118,0.010238907849829351,0.010321100917431193,0.011481056257175661,0.004509582863585118,0.011764705882352941,0.005688282138794084,0.024210526315789474,0.006818181818181818,0.021119324181626188,0.009478672985781991,0.009400705052878966,0.006644518272425249,0.006779661016949152,0.004996431120628123,0.006501950585175552,1,0.12108108108108108,0.12,0.009761388286334056,0.0012121212121212121
hsa2103,0.004878048780487805,0.024612579762989972,0.004181184668989547,0.0035161744022503515,0.006254886630179828,0.00411522633744856,0.011410788381742738,0.01044932079414838,0.013598326359832637,0.006172839506172839,0.004901960784313725,0.008298755186721992,0.014492753623188406,0.008290155440414507,0.022286821705426358,0.007534983853606028,0.005341880341880342,0.00708502024291498,0.010309278350515464,0.008075370121130552,0.00351288056206089,0.12108108108108108,1,0.221875,0.007944389275074478,0.004395604395604396
hsa2104,0.005128205128205128,0.025787965616045846,0.005054151624548736,0.004373177842565598,0.007323026851098454,0.0021691973969631237,0.010940919037199124,0.007717750826901874,0.00772626931567329,0.006507592190889371,0.006185567010309278,0.009846827133479213,0.014213197969543147,0.006557377049180328,0.020366598778004074,0.007963594994311717,0.0056433408577878106,0.005330490405117271,0.010869565217391304,0.009052924791086351,0.0024875621890547263,0.12,0.221875,1,0.006269592476489028,0.0034883720930232558
hsa5468,0.018590998043052837,0.006398537477148081,0.0013966480446927375,0.005637773079633545,0.004702194357366771,0.0,0.015608740894901144,0.016771488469601678,0.014690451206715634,0.017543859649122806,0.015732546705998034,0.01768990634755463,0.014534883720930232,0.018711018711018712,0.008746355685131196,0.016198704103671708,0.01607717041800643,0.012182741116751269,0.10444674250258532,0.0026972353337828725,0.025851938895417155,0.009761388286334056,0.007944389275074478,0.006269592476489028,1,0.011025358324145534
hsa3174,0.011891891891891892,0.0050150451354062184,0.008239700374531835,0.009077155824508321,0.005089058524173028,0.005733944954128441,0.015046296296296295,0.015169194865810968,0.015186915887850467,0.009174311926605505,0.009782608695652175,0.02662037037037037,0.029946524064171122,0.025433526011560695,0.006437768240343348,0.013268998793727383,0.01555023923444976,0.016891891891891893,0.011494252873563218,0.0036075036075036075,0.014588859416445624,0.0012121212121212121,0.004395604395604396,0.0034883720930232558,0.011025358324145534,1
