,hsa6095,hsa2099,hsa5241,hsa367,hsa2908,hsa190,hsa5914,hsa5915,hsa5916,hsa6096,hsa6097,hsa6256,hsa6257,hsa6258,hsa2100,hsa7421,hsa8856,hsa9971,hsa5465,hsa4306,hsa9970,hsa2101,hsa2103,hsa2104,hsa5468,hsa3174
hsa6097,0.15043394406943106,0.05590622182146077,0.06772633033863165,0.06694560669456066,0.051897753679318356,0.041666666666666664,0.0706967213114754,0.06707946336429309,0.07954545454545454,0.15345528455284552,1,0.07479508196721311,0.06685768863419293,0.06653019447287616,0.06417624521072797,0.05951115834218916,0.06329113924050633,0.062,0.06313645621181263,0.06475300400534045,0.06351039260969978,0.060832443970117396,0.0547945205479452,0.04526748971193416,0.06869479882237488,0.04880694143167028
hsa6256,0.0652395514780836,0.060778727445394115,0.0503235082674335,0.05152394775036284,0.06558704453441296,0.040948275862068964,0.06630434782608696,0.06900328587075576,0.08442982456140351,0.06357758620689655,0.07479508196721311,1,0.2734611503531786,0.2899022801302932,0.058704453441295545,0.04293785310734463,0.04596412556053812,0.05190677966101695,0.05399568034557235,0.059639389736477116,0.04938271604938271,0.05221339387060159,0.049689440993788817,0.05458515283842795,0.06334371754932502,0.07967667436489607
hsa6257,0.06463878326996197,0.060498220640569395,0.08891928864569083,0.0841959972394755,0.05666156202143951,0.04704704704704705,0.07265388496468214,0.06707317073170732,0.08240081383519837,0.06006006006006006,0.06685768863419293,0.2734611503531786,1,0.2439516129032258,0.05476864966949953,0.04602510460251046,0.0446521287642783,0.05123152709359606,0.05315947843530592,0.06278916060806344,0.0510783200908059,0.08928571428571429,0.0626808100289296,0.06180344478216818,0.05029013539651837,0.0864461045891142
hsa6258,0.06822810590631365,0.06072106261859583,0.0603448275862069,0.05873821609862219,0.05339805825242718,0.038751345532831,0.0738327904451683,0.07658643326039387,0.07119386637458927,0.07104413347685684,0.06653019447287616,0.2899022801302932,0.2439516129032258,1,0.05965621840242669,0.04740406320541761,0.04143337066069429,0.05291005291005291,0.06580366774541532,0.060291060291060294,0.05425400739827373,0.05668934240362812,0.057911065149948295,0.04907306434023991,0.06535269709543569,0.07612456747404844
hsa2100,0.05433746425166826,0.1480820695807315,0.0726525017135024,0.06154910096818811,0.07521105141980046,0.03112449799196787,0.058704453441295545,0.06218144750254842,0.061224489795918366,0.04216867469879518,0.06417624521072797,0.058704453441295545,0.05476864966949953,0.05965621840242669,1,0.04512067156348373,0.03958333333333333,0.04940711462450593,0.05432595573440644,0.07086092715231788,0.03416856492027335,0.08956796628029505,0.09284332688588008,0.0782520325203252,0.041707080504364696,0.047109207708779445
hsa7421,0.06236786469344609,0.047151277013752456,0.05530973451327434,0.049143708116157855,0.04583333333333333,0.04143337066069429,0.06779661016949153,0.06264236902050115,0.06043329532497149,0.06494960806270997,0.05951115834218916,0.04293785310734463,0.04602510460251046,0.04740406320541761,0.04512067156348373,1,0.06651108518086347,0.0539053905390539,0.05387205387205387,0.05046197583511016,0.07225806451612904,0.04491725768321513,0.04296455424274973,0.05221339387060159,0.06357758620689655,0.04091456077015644
hsa8856,0.04931794333683106,0.050731707317073174,0.05649303008070433,0.0437037037037037,0.041425020712510356,0.03888888888888889,0.052690582959641255,0.05310734463276836,0.05656108597285068,0.05555555555555555,0.06329113924050633,0.04596412556053812,0.0446521287642783,0.04143337066069429,0.03958333333333333,0.06651108518086347,1,0.06222707423580786,0.052338530066815145,0.055162659123055166,0.09207161125319693,0.05744431418522861,0.046908315565031986,0.038288288288288286,0.053475935828877004,0.0513126491646778
hsa9971,0.050746268656716415,0.05385329619312906,0.057950530035335686,0.05777460770328103,0.06274821286735505,0.038865546218487396,0.057203389830508475,0.06296691568836713,0.06303418803418803,0.04726890756302521,0.062,0.05190677966101695,0.05123152709359606,0.05291005291005291,0.04940711462450593,0.0539053905390539,0.06222707423580786,1,0.056842105263157895,0.05798090040927694,0.07673860911270983,0.05414364640883978,0.052525252525252523,0.05851063829787234,0.0668693009118541,0.05955056179775281
hsa5465,0.06382978723404255,0.053824362606232294,0.049391553328561204,0.05057803468208093,0.04915390813859791,0.027837259100642397,0.07883369330453564,0.08161044613710555,0.0784313725490196,0.055674518201284794,0.06313645621181263,0.05399568034557235,0.05315947843530592,0.06580366774541532,0.05432595573440644,0.05387205387205387,0.052338530066815145,0.056842105263157895,1,0.04696132596685083,0.051470588235294115,0.043968432919954906,0.05864197530864197,0.0596529284164859,0.16408668730650156,0.045871559633027525
hsa4306,0.059214903526280775,0.06412698412698413,0.11552535284892838,0.1036842105263158,0.13659647125782584,0.039310344827586205,0.07350901525658807,0.06620209059233449,0.06276150627615062,0.05517241379310345,0.06475300400534045,0.059639389736477116,0.06278916060806344,0.060291060291060294,0.07086092715231788,0.05046197583511016,0.055162659123055166,0.05798090040927694,0.04696132596685083,1,0.04804804804804805,0.0541696364932288,0.07325268817204302,0.06258692628650904,0.04713804713804714,0.04755043227665706
hsa9970,0.0574052812858783,0.03711558854718982,0.05308352849336456,0.044952681388012616,0.036444444444444446,0.05012224938875306,0.05802469135802469,0.05603985056039851,0.06733167082294264,0.05867970660146699,0.06351039260969978,0.04938271604938271,0.0510783200908059,0.05425400739827373,0.03416856492027335,0.07225806451612904,0.09207161125319693,0.07673860911270983,0.051470588235294115,0.04804804804804805,1,0.0648508430609598,0.0397196261682243,0.038461538461538464,0.0668229777256741,0.0582010582010582
hsa2101,0.044585987261146494,0.07001972386587771,0.07766272189349112,0.06870799103808813,0.07023411371237458,0.05061867266591676,0.056753688989784334,0.04919908466819222,0.06758304696449026,0.04049493813273341,0.060832443970117396,0.05221339387060159,0.08928571428571429,0.05668934240362812,0.08956796628029505,0.04491725768321513,0.05744431418522861,0.05414364640883978,0.043968432919954906,0.0541696364932288,0.0648508430609598,1,0.17367853290183388,0.18244013683010263,0.045454545454545456,0.04836759371221282
hsa2103,0.042843232716650435,0.0791628753412193,0.06610995128740431,0.0625,0.07494145199063232,0.03490759753593429,0.06625258799171843,0.058394160583941604,0.06889352818371608,0.04106776180698152,0.0547945205479452,0.049689440993788817,0.0626808100289296,0.057911065149948295,0.09284332688588008,0.04296455424274973,0.046908315565031986,0.052525252525252523,0.05864197530864197,0.07325268817204302,0.0397196261682243,0.17367853290183388,1,0.26507276507276506,0.06342913776015857,0.051535087719298246
hsa2104,0.044012282497441144,0.07912297426120114,0.06200432588320115,0.05895196506550218,0.06173842404549147,0.032467532467532464,0.0611353711790393,0.05500550055005501,0.06167400881057269,0.04112554112554113,0.04526748971193416,0.05458515283842795,0.06180344478216818,0.04907306434023991,0.0782520325203252,0.05221339387060159,0.038288288288288286,0.05851063829787234,0.0596529284164859,0.06258692628650904,0.038461538461538464,0.18244013683010263,0.26507276507276506,1,0.061522419186652764,0.04756380510440835
hsa5468,0.06640625,0.046532846715328466,0.044630404463040445,0.04996481351161154,0.05712050078247261,0.02265705458290422,0.055036344755970926,0.060669456066945605,0.06492146596858639,0.061791967044284246,0.06869479882237488,0.06334371754932502,0.05029013539651837,0.06535269709543569,0.041707080504364696,0.06357758620689655,0.053475935828877004,0.0668693009118541,0.16408668730650156,0.04713804713804714,0.0668229777256741,0.045454545454545456,0.06342913776015857,0.061522419186652764,1,0.04950495049504951
hsa3174,0.04746494066882417,0.06006006006006006,0.056843679880329095,0.05891238670694864,0.04995766299745978,0.04805491990846682,0.05658198614318707,0.05587892898719441,0.055944055944055944,0.04004576659038902,0.04880694143167028,0.07967667436489607,0.0864461045891142,0.07612456747404844,0.047109207708779445,0.04091456077015644,0.0513126491646778,0.05955056179775281,0.045871559633027525,0.04755043227665706,0.0582010582010582,0.04836759371221282,0.051535087719298246,0.04756380510440835,0.04950495049504951,1
