,hsa6095,hsa2099,hsa5241,hsa367,hsa2908,hsa190,hsa5914,hsa5915,hsa5916,hsa6096,hsa6097,hsa6256,hsa6257,hsa6258,hsa2100,hsa7421,hsa8856,hsa9971,hsa5465,hsa4306,hsa9970,hsa2101,hsa2103,hsa2104,hsa5468,hsa3174
hsa6097,0.33012512030798846,0.29162916291629165,0.25741890959282265,0.2757660167130919,0.28074245939675174,0.2515212981744422,0.2740286298568507,0.2646755921730175,0.28350515463917525,0.3144016227180527,1,0.2903885480572597,0.2859866539561487,0.2941777323799796,0.28489483747609945,0.2682926829268293,0.28421052631578947,0.27944111776447106,0.2764227642276423,0.26266666666666666,0.2707373271889401,0.27582534611288606,0.298828125,0.2741273100616016,0.2713026444662096,0.27164502164502163
hsa6256,0.27568667344862663,0.2862559241706161,0.24192390524048815,0.2572463768115942,0.280517380759903,0.24946236559139784,0.2917570498915401,0.28743169398907104,0.29431072210065645,0.2591397849462366,0.2903885480572597,1,0.3564954682779456,0.3781148429035753,0.2727272727272727,0.2829763246899662,0.2651006711409396,0.26849894291754756,0.2683189655172414,0.24445983379501385,0.25492610837438423,0.2570781426953567,0.29132231404958675,0.2875816993464052,0.27150259067357513,0.27534562211981567
hsa6257,0.269449715370019,0.2921847246891652,0.28346994535519127,0.28600964851826327,0.2790519877675841,0.2627372627372627,0.28600201409869086,0.2647058823529412,0.28426395939086296,0.25274725274725274,0.2859866539561487,0.3564954682779456,1,0.3329979879275654,0.27426955702167766,0.2588726513569937,0.2559585492227979,0.26450344149459193,0.2502502502502503,0.25610561056105613,0.23895809739524349,0.28721174004192873,0.29162656400384984,0.2699696663296259,0.24613899613899615,0.2630457933972311
hsa6258,0.2784552845528455,0.29071969696969696,0.2503586800573888,0.25633598841419264,0.2770597738287561,0.24919441460794844,0.30119176598049835,0.3034934497816594,0.28852459016393445,0.2663802363050483,0.2941777323799796,0.3781148429035753,0.3329979879275654,1,0.2865792129162462,0.28378378378378377,0.2681564245810056,0.27983104540654696,0.2852529601722282,0.2532871972318339,0.2521525215252153,0.2692307692307692,0.2951496388028896,0.2883569096844396,0.27639751552795033,0.27387802071346373
hsa2100,0.2721217887725975,0.327693677649154,0.24982888432580425,0.27486187845303867,0.27816091954022987,0.24649298597194388,0.2676767676767677,0.2706002034587996,0.26476578411405294,0.2625250501002004,0.28489483747609945,0.2727272727272727,0.27426955702167766,0.2865792129162462,1,0.2743455497382199,0.2609147609147609,0.27416173570019725,0.27309236947791166,0.26851851851851855,0.23636363636363636,0.2870662460567823,0.3108108108108108,0.2971602434077079,0.26137463697967084,0.28205128205128205
hsa7421,0.26582278481012656,0.2676470588235294,0.22901325478645065,0.23866171003717473,0.2545757071547421,0.24022346368715083,0.27959413754227735,0.27386363636363636,0.27417519908987487,0.2670391061452514,0.2682926829268293,0.2829763246899662,0.2588726513569937,0.28378378378378377,0.2743455497382199,1,0.27473806752037255,0.2645444566410538,0.2889137737961926,0.22711142654364797,0.2548262548262548,0.24764150943396226,0.2904608788853162,0.2842582106455266,0.27741935483870966,0.26410564225690275
hsa8856,0.26596858638743454,0.2590068159688413,0.2315018315018315,0.23520710059171598,0.2564102564102564,0.24057649667405764,0.26733780760626397,0.26719278466741825,0.2866817155756208,0.2616407982261641,0.28421052631578947,0.2651006711409396,0.2559585492227979,0.2681564245810056,0.2609147609147609,0.27473806752037255,1,0.2788671023965142,0.2733333333333333,0.2401129943502825,0.2869897959183674,0.27251461988304093,0.2670212765957447,0.2606741573033708,0.2689434364994664,0.25952380952380955
hsa9971,0.28599801390268126,0.2659870250231696,0.23147494707127736,0.25427350427350426,0.27835051546391754,0.24423480083857443,0.2642706131078224,0.2747603833865815,0.2814498933901919,0.2777777777777778,0.27944111776447106,0.26849894291754756,0.26450344149459193,0.27983104540654696,0.27416173570019725,0.2645444566410538,0.2788671023965142,1,0.27836134453781514,0.2513623978201635,0.2679425837320574,0.25027563395810365,0.28024193548387094,0.2940552016985138,0.2871587462082912,0.26121076233183854
hsa5465,0.2871587462082912,0.2761545711592837,0.23302358827734096,0.24314574314574314,0.2670957361222848,0.22542735042735043,0.2801724137931034,0.2768729641693811,0.27608695652173915,0.2799145299145299,0.2764227642276423,0.2683189655172414,0.2502502502502503,0.2852529601722282,0.27309236947791166,0.2889137737961926,0.2733333333333333,0.27836134453781514,1,0.24,0.23594132029339854,0.26209223847019125,0.29774127310061604,0.2846320346320346,0.329557157569516,0.2551487414187643
hsa4306,0.2651162790697674,0.2714013950538998,0.31018276762402086,0.30231335436382756,0.33484934621944284,0.21831955922865015,0.2569252077562327,0.24982602644398053,0.24930362116991645,0.24517906336088155,0.26266666666666666,0.24445983379501385,0.25610561056105613,0.2532871972318339,0.26851851851851855,0.22711142654364797,0.2401129943502825,0.2513623978201635,0.24,1,0.22038980509745126,0.22633451957295372,0.27046979865771814,0.2513888888888889,0.24344317417619368,0.23525179856115108
hsa9970,0.2531500572737686,0.24126984126984127,0.2073265783320343,0.215748031496063,0.22892635314995563,0.25121951219512195,0.25862068965517243,0.2422360248447205,0.25,0.25609756097560976,0.2707373271889401,0.25492610837438423,0.23895809739524349,0.2521525215252153,0.23636363636363636,0.2548262548262548,0.2869897959183674,0.2679425837320574,0.23594132029339854,0.22038980509745126,1,0.2574385510996119,0.2529137529137529,0.24257425742574257,0.24444444444444444,0.2638522427440633
hsa2101,0.2531779661016949,0.27263779527559057,0.25406203840472674,0.2535421327367636,0.24874791318864775,0.2558922558922559,0.2536806342015855,0.23972602739726026,0.264,0.24691358024691357,0.27582534611288606,0.2570781426953567,0.28721174004192873,0.2692307692307692,0.2870662460567823,0.24764150943396226,0.27251461988304093,0.25027563395810365,0.26209223847019125,0.22633451957295372,0.2574385510996119,1,0.31646932185145316,0.310580204778157,0.24946004319654427,0.25211097708082025
hsa2103,0.28377065111758987,0.3079019073569482,0.26337734537873525,0.2762973352033661,0.2985190958690569,0.2540983606557377,0.2944214876033058,0.28303850156087407,0.29375,0.2838114754098361,0.298828125,0.29132231404958675,0.29162656400384984,0.2951496388028896,0.3108108108108108,0.2904608788853162,0.2670212765957447,0.28024193548387094,0.29774127310061604,0.27046979865771814,0.2529137529137529,0.31646932185145316,1,0.38070539419087135,0.29376854599406527,0.27680525164113784
hsa2104,0.2900919305413687,0.2940057088487155,0.24118070554355653,0.25218023255813954,0.2911597729115977,0.25593952483801297,0.2821350762527233,0.27552140504939626,0.27582417582417584,0.2775377969762419,0.2741273100616016,0.2875816993464052,0.2699696663296259,0.2883569096844396,0.2971602434077079,0.2842582106455266,0.2606741573033708,0.2940552016985138,0.2846320346320346,0.2513888888888889,0.24257425742574257,0.310580204778157,0.38070539419087135,1,0.2934443288241415,0.2673611111111111
hsa5468,0.28167641325536064,0.27049180327868855,0.23537604456824512,0.2522839072382291,0.27734375,0.2261048304213772,0.2632124352331606,0.2745302713987474,0.26854754440961337,0.2816032887975334,0.2713026444662096,0.27150259067357513,0.24613899613899615,0.27639751552795033,0.26137463697967084,0.27741935483870966,0.2689434364994664,0.2871587462082912,0.329557157569516,0.24344317417619368,0.24444444444444444,0.24946004319654427,0.29376854599406527,0.2934443288241415,1,0.2623490669593853
hsa3174,0.2604951560818084,0.27472527472527475,0.22628827483196415,0.23152337858220212,0.2595097210481826,0.24771689497716895,0.2626728110599078,0.26480836236933797,0.2534883720930233,0.2579908675799087,0.27164502164502163,0.27534562211981567,0.2630457933972311,0.27387802071346373,0.28205128205128205,0.26410564225690275,0.25952380952380955,0.26121076233183854,0.2551487414187643,0.23525179856115108,0.2638522427440633,0.25211097708082025,0.27680525164113784,0.2673611111111111,0.2623490669593853,1
