53,D00184,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
54,D00185,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
55,D00186,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
56,D00187,CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
57,D00188,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
58,D00196,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
59,D00198,[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
60,D00203,[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2
61,D00208,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O
62,D00216,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO
63,D00217,CC(=O)NC1=CC=C(O)C=C1
64,D00218,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
65,D00219,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
66,D00222,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
67,D00224,OC1=NC=NC2=C1C=NN2
68,D00225,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
69,D00227,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
70,D00231,NC1=CC(=CNC1=O)C1=CC=NC=C1
71,D00234,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
72,D00251,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
73,D00252,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
74,D00270,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
75,D00274,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
76,D00279,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
77,D00283,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
78,D00285,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
79,D00293,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
80,D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
81,D00298,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
82,D00300,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
83,D00315,CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
84,D00317,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
85,D00322,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
86,D00324,C1=CC=C(C=C1)/C=C/CC(=S)C(=O)O
87,D00325,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
88,D00328,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
89,D00330,CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
90,D00332,NCC1(CC(O)=O)CCCCC1
91,D00333,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
92,D00340,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
93,D00342,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
94,D00359,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
95,D00362,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
96,D00364,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
97,D00369,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
98,D00371,CN1C2=C(NC=N2)C(=O)N(C)C1=O
99,D00377,NC1=CC(C(O)=O)=C(O)C=C1
100,D00380,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
101,D00383,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
102,D00387,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12
103,D00391,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F
104,D00394,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
105,D00398,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O
106,D00401,CN1C=CNC1=S
107,D00410,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
108,D00414,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
109,D00416,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
110,D00417,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1
111,D00418,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1
112,D00421,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
113,D00423,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
114,D00425,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2
115,D00434,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
116,D00437,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
117,D00448,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
118,D00449,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
119,D00451,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
120,D00452,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
121,D00454,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
122,D00455,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C
123,D00459,C1C2=C(C[C@H](N1C([C@@H](N[C@H](C(OCC)=O)CCC=3C=CC=CC3)C)=O)C(O)=O)C=CC=C2.Cl
124,D00463,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
125,D00475,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
126,D00487,CN(C)C(=O)OC1=C[N+](C)=CC=C1
127,D00488,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
128,D00494,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
129,D00496,[H][C@](N)(C(O)=O)C(C)(C)S
130,D00501,CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
131,D00503,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
132,D00505,OS(O)(=O)=O.NNCCc1ccccc1
133,D00510,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
134,D00512,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
135,D00513,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
136,D00515,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
137,D00516,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O
138,D00518,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
139,D00519,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
140,D00521,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
141,D00528,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
142,D00530,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
143,D00533,NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
144,D00535,NC(CCC(O)=O)C=C
145,D00536,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
146,D00537,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
147,D00538,NS(=O)(=O)CC1=NOC2=CC=CC=C12
148,D00542,[H]C(Cl)(Br)C(F)(F)F
149,D00543,FC(F)OC(F)(F)C(F)Cl
150,D00544,COC(F)(F)C(Cl)Cl
151,D00545,FC(F)OC(Cl)C(F)(F)F
152,D00546,FC(F)OC(F)C(F)(F)F
153,D00547,FCOC(C(F)(F)F)C(F)(F)F
154,D00549,CC(C)C1=CC=CC(C(C)C)=C1O
155,D00550,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
156,D00560,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
157,D00562,CCCC1=CC(=O)NC(=S)N1
158,D00563,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
159,D00566,O=C([O-])c1ccccc1O.[Na+]
160,D00567,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
161,D00568,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
162,D00569,CCOC1=CC=C(NC(C)=O)C=C1
163,D00574,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
164,D00577,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
165,D00579,OC(=O)P(O)(O)=O
166,D00584,FC1=CNC(=O)NC1=O
167,D00593,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O
168,D00596,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
169,D00620,C1C=2C(N(C([C@](C1)(N[C@H](C(=O)OCC)CCC3=CC=CC=C3)[H])=O)CC(O)=O)=CC=CC2.Cl
170,D00621,OC(=O)\C=C/C(O)=O.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
171,D00622,[Na+].[H][C@]1(C[C@H](N(C1)C(=O)CP(=O)(CCCCc1ccccc1)OC(OC(=O)CC)C(C)C)C([O-])=O)C1CCCCC1
172,D00623,C12=C(C[C@@H](C(O)=O)N(C1)C([C@@H](N[C@@H](CCC=3C=CC=CC3)C(OCC)=O)C)=O)C=C(OC)C(=C2)OC.Cl
173,D00624,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
174,D00625,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
175,D00630,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
176,D00650,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F
177,D00651,NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O
178,D00652,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
179,D00653,[Cl-].CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
180,D00654,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
181,D00655,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O
182,D00656,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
183,D00658,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl
184,D00667,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
185,D00670,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
186,D00691,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
187,D00703,NC(=O)OC1(CCCCC1)C#C
188,D00709,CC[C@H](N1CCCC1=O)C(N)=O
189,D00726,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC
190,D00733,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
191,D00749,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
192,D00752,COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C
193,D00753,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
194,D00762,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
195,D00771,ClC1=CC2=C(OC(=O)N2)C=C1
196,D00781,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
197,D00785,[Cl-].[H][N+](C)(CC#C)[C@H](C)Cc1ccccc1
198,D00786,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
199,D00805,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
200,D00810,C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O
201,D00813,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
202,D00826,C1(C2=CC=CC=C2)[C@H](N)C1.S(=O)(=O)(O)O.C1(C2=CC=CC=C2)[C@H](N)C1
203,D00827,O.O.O.O.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Mg+2]
204,D00829,Cl.NCCCC(N)(C(=O)O)C(F)F.O
205,D00882,ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
206,D00884,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
207,D00885,O[N+]([O-])=O.Clc1ccc(CO\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
208,D00887,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
209,D00889,[Na+].COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(C)C
210,D00892,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
211,D00893,[Na+].[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)OC(=O)[C@@H](C)CC
212,D00900,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
213,D00902,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
214,D00903,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+]
215,D00904,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]
216,D00947,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
217,D00960,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N
218,D00963,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
219,D00964,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
220,D00965,CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
221,D00968,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
222,D00969,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
223,D00970,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+]
224,D00994,[Cl-].CC[N+](C)(C)c1cccc(O)c1
225,D00995,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
226,D00998,COS([O-])(=O)=O.CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
227,D01001,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
228,D01027,[N+]1=2[Co-3]345([N+]6=C7[C@H]([C@@](CC(=O)N)(C)[C@@]6([C@@]6(N3C(=C(C)C3=[N+]4C(C(C)(C)[C@@H]3CCC(=O)N)=CC3=[N+]5C(=C7C)[C@@](CC(=O)N)([C@@H]3CCC(=O)N)C)[C@@](C)([C@H]6CC(=O)N)CCC(NC[C@@H](C)OP(=O)(O[C@@H]3[C@H](O[C@H](N(C4=CC(=C(C=C14)C)C)C=2)[C@@H]3O)CO)[O-])=O)[H])C)CCC(=O)N)O[H]
229,D01061,C1(=CC=C2C(=C1)C(=C3C(=N2)C=4N(C3)C(C5=C(C4)[C@](C(OC5)=O)(CC)O)=O)CC)OC(=O)N6CCC(CC6)N7CCCCC7.Cl.O.O.O
230,D01064,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
231,D01069,C1CC[C@@H](C(N2N1CCC[C@H]2C(=O)O)=O)N[C@H](C(OCC)=O)CCC3=CC=CC=C3.O
232,D01071,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1
233,D01097,C1=C(C=CC(C(NCCN)=O)=N1)Cl.Cl
234,D01118,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
235,D01119,S1C=CC=C1[C@H]2SC[C@H](N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)C(N(C2)CC(=O)O)=O.Cl
236,D01122,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
237,D01133,COC1=CC=C(C=C1)C1=NC2=CC(=CC=C2N1)C1=NNC(=O)CC1C
238,D01136,NC[C@H]1CC[C@@H](CC1)C(O)=O
239,D01164,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
240,D01180,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]23O[C@@H]2C(O)=C(C[C@]13C)C#N
241,D01183,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O
242,D01196,[Na+].CC(=O)Nc1nnc(s1)S([NH-])(=O)=O
243,D01198,C=1C=C2C(=CC1OCC(CNCC3=CC=C(C(=C3)OC)OC)O)C=CC(N2)=O
244,D01211,CC1=C(C2=CC=CC=C2N1)C(=O)[C@H](C)OC(=O)CCC(C)C
245,D01223,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
